USD_BTC_EX_High,EUR_BTC_EX_High,date_unix,categories,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
263.933,242,1439596800,Year_2015,625,2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5
265,241.85,1439510400,Year_2015,626,2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
262.6,242.642,1439424000,Year_2015,627,2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34
269.633,246,1439337600,Year_2015,628,2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
268.899,246,1439251200,Year_2015,629,2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64
263.685,245.38,1439164800,Year_2015,630,2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78
264.689,248.478,1439078400,Year_2015,631,2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
274.604,255.844,1438992000,Year_2015,632,2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
275.876,259.348,1438905600,Year_2015,633,2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120
279,259.79,1438819200,Year_2015,634,2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
281.879,260.193,1438732800,Year_2015,635,2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0,9,82,91
282.233,261,1438646400,Year_2015,636,2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68
282.987,261.556,1438560000,Year_2015,637,2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58
279.9,260,1438473600,Year_2015,638,2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43
280.825,259,1438387200,Year_2015,639,2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36
284.2,260.98,1438300800,Year_2015,640,2011-01-29,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32
286,262.101,1438214400,Year_2015,641,2011-01-29,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33
288.827,259.999,1438128000,Year_2015,642,2011-01-30,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
290,260.58,1438041600,Year_2015,643,2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0,7,22,29
288.89,263,1437955200,Year_2015,644,2011-01-30,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0,1,10,11
289,263.29,1437868800,Year_2015,645,2011-01-30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0,1,7,8
287.235,261.87,1437782400,Year_2015,646,2011-01-30,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0,0,1,1
288.803,267.422,1437696000,Year_2015,647,2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
274,255,1437609600,Year_2015,648,2011-01-30,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0,0,3,3
275,253.01,1437523200,Year_2015,649,2011-01-30,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0,1,11,12
280,255,1437436800,Year_2015,650,2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0,4,34,38
275,255,1437350400,Year_2015,651,2011-01-30,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0,7,57,64
270.503,253.404,1437264000,Year_2015,652,2011-01-30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0,9,50,59
280.204,256,1437177600,Year_2015,653,2011-01-30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
280,256.89,1437091200,Year_2015,654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84
286.977,264.95,1437004800,Year_2015,655,2011-01-30,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122
289.441,266.94,1436918400,Year_2015,656,2011-01-30,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0,14,95,109
292.963,259.39,1436832000,Year_2015,657,2011-01-30,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0,19,104,123
288.979,271,1436745600,Year_2015,658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77
291,270,1436572800,Year_2015,659,2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65
298.999,269,1436486400,Year_2015,660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55
271,252.82,1436400000,Year_2015,661,2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33
271,250.882,1436313600,Year_2015,662,2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28
267.127,248,1436227200,Year_2015,663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
272.994,252.87,1436140800,Year_2015,664,2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
270,249.643,1436054400,Year_2015,665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7
260.286,236.4,1435968000,Year_2015,666,2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
255.987,234.67,1435881600,Year_2015,667,2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1
258.4,235.9,1435795200,Year_2015,668,2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2
245.247,215.5,1435104000,Year_2015,669,2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2
247.989,217.6,1435017600,Year_2015,670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8
249.4,218.303,1434931200,Year_2015,671,2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
246.987,217.8,1434844800,Year_2015,672,2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72
250.888,217.53,1434758400,Year_2015,673,2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185
250,219,1434672000,Year_2015,674,2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112
252,222,1434585600,Year_2015,675,2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69
257.038,222.5,1434499200,Year_2015,676,2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48
253.381,223,1434412800,Year_2015,677,2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68
239.757,209.75,1434326400,Year_2015,678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0,2,52,54
236,206.18,1434240000,Year_2015,679,2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86
234,206.99,1434153600,Year_2015,680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44
233.1,203.5,1434067200,Year_2015,681,2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86
231.81,203,1433980800,Year_2015,682,2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161
232.5,206,1433894400,Year_2015,683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156
232.546,205.97,1433808000,Year_2015,684,2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111
230.901,204.1,1433721600,Year_2015,685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78
228.4,205.77,1433635200,Year_2015,686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56
228.4,205.3,1433548800,Year_2015,687,2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34
228,205.03,1433462400,Year_2015,688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17
228.699,205.02,1433376000,Year_2015,689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8
229.362,206.459,1433289600,Year_2015,690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3
229.67,208.499,1433203200,Year_2015,691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0,0,2,2
232.835,211.29,1433116800,Year_2015,692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0,0,2,2
235.795,213.93,1433030400,Year_2015,693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0,0,3,3
238,215.61,1432944000,Year_2015,694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0,0,22,22
240,216.2,1432857600,Year_2015,695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0,0,52,52
240.124,218.97,1432771200,Year_2015,696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0,3,132,135
240.1,216.5,1432684800,Year_2015,697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,2,114,116
240.338,217.81,1432598400,Year_2015,698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0,0,47,47
243.216,217.3,1432512000,Year_2015,699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0,2,49,51
244,217.3,1432425600,Year_2015,700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0,2,53,55
243.05,217.19,1432339200,Year_2015,701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0,3,49,52
245,216.5,1432252800,Year_2015,702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54
237.299,213.93,1432166400,Year_2015,703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0,7,45,52
235.99,212.1,1432080000,Year_2015,704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64
234.848,209.99,1431993600,Year_2015,705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0,4,172,176
237.818,210.739,1431907200,Year_2015,706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168
238.104,210.74,1431820800,Year_2015,707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108
238.345,214,1431734400,Year_2015,708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74
239.34,216.5,1431648000,Year_2015,709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64
239.077,219.846,1431561600,Year_2015,710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36
243.7,219.99,1431475200,Year_2015,711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16
243.75,219.946,1431388800,Year_2015,712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2
243.844,219.975,1431302400,Year_2015,713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3
245.196,219.99,1431216000,Year_2015,714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4
247.999,221,1431129600,Year_2015,715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1
245,219.84,1431043200,Year_2015,716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1
239.9,216.99,1430956800,Year_2015,717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3
239,213.25,1430870400,Year_2015,718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18
238.998,217.8,1430784000,Year_2015,719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49
243.417,223.527,1430697600,Year_2015,720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155
243.989,225,1430611200,Year_2015,721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123
236.765,223,1430524800,Year_2015,722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1,0,2,59,61
240.9,215,1430438400,Year_2015,723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52
244,215.769,1430352000,Year_2015,724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64
230.052,270,1430265600,Year_2015,725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75
234.52,217.56,1430179200,Year_2015,726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63
269.254,224.123,1430092800,Year_2015,727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76
225.15,213.136,1430006400,Year_2015,728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103
230.035,216.67,1429920000,Year_2015,729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190
233.89,222.482,1429833600,Year_2015,730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182
234.167,224.367,1429747200,Year_2015,731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91
236.741,223.477,1429660800,Year_2015,732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75
233,221.856,1429574400,Year_2015,733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63
224.842,214.8,1429488000,Year_2015,734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40
225,215.38,1429401600,Year_2015,735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32
222.981,214.6,1429315200,Year_2015,736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12
227.273,216.797,1429228800,Year_2015,737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5
228.31,218.065,1429142400,Year_2015,738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2
223.479,214.5,1429056000,Year_2015,739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1
222.9,216.969,1428969600,Year_2015,740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2
234.41,226.15,1428883200,Year_2015,741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39
234.999,224.95,1428796800,Year_2015,742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87
235.49,229,1428710400,Year_2015,743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188
242.2,230.576,1428624000,Year_2015,744,2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133
244.429,232,1428537600,Year_2015,745,2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52
250.51,236.85,1428451200,Year_2015,746,2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64
251.55,238.126,1428364800,Year_2015,747,2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69
258.841,243.432,1428278400,Year_2015,748,2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51
257.476,240,1428192000,Year_2015,749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47
252.003,238.74,1428105600,Year_2015,750,2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60
253,237.99,1428019200,Year_2015,751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78
253.3,236.968,1427932800,Year_2015,752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175
244.974,233.66,1427846400,Year_2015,753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147
247.982,236.975,1427760000,Year_2015,754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0,4,92,96
247.5,234.987,1427673600,Year_2015,755,2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109
251,235.354,1427587200,Year_2015,756,2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54
252.469,238.871,1427500800,Year_2015,757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41
248.213,233.39,1427414400,Year_2015,758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38
252.94,238,1427328000,Year_2015,759,2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0,3,10,13
249.785,236.84,1427241600,Year_2015,760,2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0,0,7,7
265.269,251.784,1427155200,Year_2015,761,2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1
269.9,257.3,1427068800,Year_2015,762,2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1
270,256,1426982400,Year_2015,763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7
266,250.69,1426896000,Year_2015,764,2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0,2,26,28
261,251.68,1426809600,Year_2015,765,2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0,0,87,87
260,259.832,1426723200,Year_2015,766,2011-02-04,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220
282.589,271.948,1426636800,Year_2015,767,2011-02-04,1,0,2,9,0,5,1,2,0.16,0.1818,0.8,0.1343,3,124,127
289.322,277.2,1426550400,Year_2015,768,2011-02-04,1,0,2,10,0,5,1,2,0.2,0.2121,0.51,0.1343,5,46,51
291,279,1426464000,Year_2015,769,2011-02-04,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64
282.2,275.362,1426377600,Year_2015,770,2011-02-04,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86
283.457,275.01,1426291200,Year_2015,771,2011-02-04,1,0,2,13,0,5,1,2,0.26,0.2576,0.5,0.2239,9,73,82
291.714,279.314,1426204800,Year_2015,772,2011-02-04,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91
296,293.75,1426118400,Year_2015,773,2011-02-04,1,0,2,15,0,5,1,2,0.28,0.2727,0.48,0.2537,9,81,90
295.445,280,1426032000,Year_2015,774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99
299,278.6,1425945600,Year_2015,775,2011-02-04,1,0,2,17,0,5,1,2,0.26,0.2727,0.56,0.1343,10,195,205
294.507,269.34,1425859200,Year_2015,776,2011-02-04,1,0,2,18,0,5,1,2,0.24,0.2576,0.6,0.1045,3,152,155
276.537,251.4,1425772800,Year_2015,777,2011-02-04,1,0,2,19,0,5,1,2,0.24,0.2424,0.65,0.1343,1,102,103
275.024,253,1425686400,Year_2015,778,2011-02-04,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71
276,248.3,1425600000,Year_2015,779,2011-02-04,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43
276.034,249,1425513600,Year_2015,780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46
280.448,253.038,1425427200,Year_2015,781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31
285,249.77,1425340800,Year_2015,782,2011-02-05,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39
269.98,238.66,1425254400,Year_2015,783,2011-02-05,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18
255.913,223.3,1425168000,Year_2015,784,2011-02-05,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17
249.679,220,1425081600,Year_2015,785,2011-02-05,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11
254.293,221.02,1424995200,Year_2015,786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8
232.198,205.69,1424908800,Year_2015,787,2011-02-05,1,0,2,5,0,6,0,3,0.2,0.2273,1,0.0896,0,9,9
233,206.412,1424822400,Year_2015,788,2011-02-05,1,0,2,6,0,6,0,3,0.2,0.2576,1,0,0,4,4
233.988,207.818,1424736000,Year_2015,789,2011-02-05,1,0,2,7,0,6,0,3,0.22,0.2576,0.93,0.0896,0,4,4
234,206,1424649600,Year_2015,790,2011-02-05,1,0,2,8,0,6,0,3,0.2,0.2273,1,0.0896,0,10,10
239,212.037,1424563200,Year_2015,791,2011-02-05,1,0,2,9,0,6,0,3,0.2,0.2273,1,0.0896,3,17,20
239.024,213.998,1424476800,Year_2015,792,2011-02-05,1,0,2,10,0,6,0,3,0.2,0.2121,1,0.1343,3,31,34
241.493,213.06,1424390400,Year_2015,793,2011-02-05,1,0,2,11,0,6,0,3,0.22,0.2273,1,0.1343,1,46,47
239,212.8,1424304000,Year_2015,794,2011-02-05,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52
243,214.5,1424217600,Year_2015,795,2011-02-05,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,10,62,72
243.791,215,1424131200,Year_2015,796,2011-02-05,1,0,2,14,0,6,0,3,0.22,0.2727,1,0,5,50,55
237.997,211.39,1424044800,Year_2015,797,2011-02-05,1,0,2,15,0,6,0,3,0.22,0.2727,1,0,11,49,60
265.011,230,1423958400,Year_2015,798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1,0.1343,8,63,71
260,220,1423872000,Year_2015,799,2011-02-05,1,0,2,17,0,6,0,2,0.24,0.2121,1,0.2836,14,64,78
235.987,206,1423785600,Year_2015,800,2011-02-05,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83
219,194.207,1423699200,Year_2015,801,2011-02-05,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84
221,197.28,1423612800,Year_2015,802,2011-02-05,1,0,2,20,0,6,0,1,0.3,0.2879,0.87,0.2537,5,64,69
221,197.1,1423526400,Year_2015,803,2011-02-05,1,0,2,21,0,6,0,1,0.26,0.2576,1,0.194,3,53,56
222.501,198.9,1423440000,Year_2015,804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45
227,202.5,1423353600,Year_2015,805,2011-02-05,1,0,2,23,0,6,0,1,0.26,0.2576,0.93,0.2239,7,52,59
225.998,203.6,1423267200,Year_2015,806,2011-02-06,1,0,2,0,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39
223,199.585,1423180800,Year_2015,807,2011-02-06,1,0,2,1,0,0,0,1,0.26,0.2273,0.65,0.4179,4,40,44
225,204.959,1423094400,Year_2015,808,2011-02-06,1,0,2,2,0,0,0,1,0.26,0.2273,0.6,0.3284,0,20,20
228,206.45,1423008000,Year_2015,809,2011-02-06,1,0,2,3,0,0,0,1,0.26,0.2879,0.6,0.0896,3,10,13
241.672,216.8,1422921600,Year_2015,810,2011-02-06,1,0,2,4,0,0,0,1,0.26,0.2273,0.6,0.3582,0,2,2
238.99,215,1422835200,Year_2015,811,2011-02-06,1,0,2,5,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1
227.299,209,1422748800,Year_2015,812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1
227.28,207.797,1422662400,Year_2015,813,2011-02-06,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8
235,214.3,1422576000,Year_2015,814,2011-02-06,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0.1045,2,21,23
234,214.28,1422489600,Year_2015,815,2011-02-06,1,0,2,9,0,0,0,1,0.28,0.2879,0.56,0.1045,7,38,45
255.376,233.41,1422403200,Year_2015,816,2011-02-06,1,0,2,10,0,0,0,1,0.3,0.2879,0.52,0.2537,15,74,89
266.132,243.721,1422316800,Year_2015,817,2011-02-06,1,0,2,11,0,0,0,1,0.32,0.303,0.49,0.2537,28,89,117
304.11,274,1422230400,Year_2015,818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0,48,126,174
253.987,230.999,1422144000,Year_2015,819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0,47,135,182
247.23,225.366,1422057600,Year_2015,820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161
230.994,209.999,1421971200,Year_2015,821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182
234.792,208.2,1421884800,Year_2015,822,2011-02-06,1,0,2,16,0,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157
225.111,199.999,1421798400,Year_2015,823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0,24,97,121
211.5,187.657,1421712000,Year_2015,824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78
215.8,189.767,1421625600,Year_2015,825,2011-02-06,1,0,2,19,0,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21
217.704,190.43,1421539200,Year_2015,826,2011-02-06,1,0,2,20,0,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26
212,185,1421452800,Year_2015,827,2011-02-06,1,0,2,21,0,0,0,1,0.26,0.303,0.6,0,5,22,27
220,193.094,1421366400,Year_2015,828,2011-02-06,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,5,57,62
227.76,198.125,1421280000,Year_2015,829,2011-02-06,1,0,2,23,0,0,0,1,0.24,0.2879,0.65,0,4,26,30
221.761,191.233,1421193600,Year_2015,830,2011-02-07,1,0,2,0,0,1,1,1,0.24,0.2879,0.65,0,1,14,15
265.002,229.54,1421107200,Year_2015,831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0,1,4,5
269.999,233.99,1421020800,Year_2015,832,2011-02-07,1,0,2,2,0,1,1,1,0.2,0.2576,0.8,0,0,3,3
278.466,240.486,1420934400,Year_2015,833,2011-02-07,1,0,2,3,0,1,1,1,0.2,0.2576,0.86,0,0,1,1
287.183,247.27,1420848000,Year_2015,834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0,1,1,2
